Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	BertScore F1	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-libre_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	ce76b5697c004bbeb5c1a11c2b898683QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140550	0.9601671288	44	0.44	0.42	0.7	0.38	0	2022-10-14 08:16:56	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	0eced52ab2194230a294e469f0e701f1QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140551	0.9647635716	42.14	0.42	0.43	0.71	0.37	0	2022-10-14 08:17:16	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-nllb_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	6136cb1d4e12489db871026d730182edQALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140552	0.9732987008	48.76	0.49	0.46	0.72	0.33	0	2022-10-14 08:17:36	1.2.7
QALD9PlusTrain-MT	fr	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	5fdef569c0fe4428b0e2804180084a8cQALD9PlusTrain-MT_fr-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140553	0.9639084864	42.83	0.43	0.43	0.7	0.38	0	2022-10-14 08:17:55	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-libre_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	15dde2b4695a4229b93474f60b13c22dQALD9PlusTrain-MT_fr-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140554	0.9601671288	44	0.44	0.42	0.7	0.38	0	2022-10-14 08:18:14	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-opus_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	8a70e2bffa9c485185eb655e2ac92f73QALD9PlusTrain-MT_fr-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140555	0.9647635716	42.14	0.42	0.43	0.71	0.37	0	2022-10-14 08:18:34	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	7e0aa7be6e424b5ba7fbe657f41f654aQALD9PlusTrain-MT_fr-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140556	0.9732987008	48.76	0.49	0.46	0.72	0.33	0	2022-10-14 08:18:54	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mag_el-mbart_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	fa6db8f0759345f1b0d27f6b5058d4abQALD9PlusTrain-MT_fr-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140557	0.9639084864	42.83	0.43	0.43	0.7	0.38	0	2022-10-14 08:19:14	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	e3ad6a45efac480cb4e5f3d2dc7ff83eQALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140558	0.9601671288	44	0.44	0.42	0.7	0.38	0	2022-10-14 08:19:33	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-opus_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	ea3f32f989c84beb8911f226abff9d8dQALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140559	0.9647635716	42.14	0.42	0.43	0.71	0.37	0	2022-10-14 08:19:53	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	1e2cceeea55646e4a38a46d609f7d18dQALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140560	0.9732987008	48.76	0.49	0.46	0.72	0.33	0	2022-10-14 08:20:13	1.2.7
QALD9PlusTrain-MT	fr	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-mbart_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	591476e11fbd4454ac79809a4a875c09QALD9PlusTrain-MT_fr-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140561	0.9639084864	42.83	0.43	0.43	0.7	0.38	0	2022-10-14 08:20:32	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-libre_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	b09834d2aeab422796e2a1dbe697e746QALD9PlusTrain-MT_fr-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140562	0.9601671288	44	0.44	0.42	0.7	0.38	0	2022-10-14 08:20:52	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-opus_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	aa5579490421430d8cbc4edc1d2b0418QALD9PlusTrain-MT_fr-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140563	0.9647635716	42.14	0.42	0.43	0.71	0.37	0	2022-10-14 08:21:11	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-nllb_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	5bac6941c2774864a39c7ca2ca270b73QALD9PlusTrain-MT_fr-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140564	0.9732987008	48.76	0.49	0.46	0.72	0.33	0	2022-10-14 08:21:32	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mag_el-mbart_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	a5754b9bf601469983f42e1c3b976637QALD9PlusTrain-MT_fr-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140565	0.9639084864	42.83	0.43	0.43	0.7	0.38	0	2022-10-14 08:21:51	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-libre_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	22b7389bd01a4eecb0c120d477de98cfQALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140566	0.9601671288	44	0.44	0.42	0.7	0.38	0	2022-10-14 08:22:10	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-opus_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	c83abe47b25d46c891b5bc1bd65b1535QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140567	0.9647635716	42.14	0.42	0.43	0.71	0.37	0	2022-10-14 08:22:30	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-nllb_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	9df1659605784fec9d2f776d829eb5f4QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140568	0.9732987008	48.76	0.49	0.46	0.72	0.33	0	2022-10-14 08:22:50	1.2.7
QALD9PlusTrain-MT	fr	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_fr-en_gold_file	pred_results/QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-mbart_mt	642c1874b0ad49cfa5f8345d3ea6a0a9QALD9PlusTrain-MT_fr-en_gold_file.txt	1636f7ec5c594cfc9b44003c04f36cc5QALD9PlusTrain-MT_fr-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202210140569	0.9639084864	42.83	0.43	0.43	0.7	0.38	0	2022-10-14 08:23:09	1.2.7
